date,Alarm Year,Alarm Month,Alarm Day,Major Incident Type,Incident Count,id
25/01/2011,2011,1,25,False Alarm,22,2011-01-25False Alarm
25/01/2011,2011,1,25,Fire,8,2011-01-25Fire
25/01/2011,2011,1,25,Hazardous Condition,21,2011-01-25Hazardous Condition
25/01/2011,2011,1,25,Investigation,16,2011-01-25Investigation
25/01/2011,2011,1,25,Medical/Rescue,65,2011-01-25Medical/Rescue
25/01/2011,2011,1,25,Public Service Assistance,5,2011-01-25Public Service Assistance
26/01/2011,2011,1,26,False Alarm,24,2011-01-26False Alarm
26/01/2011,2011,1,26,Fire,5,2011-01-26Fire
26/01/2011,2011,1,26,Hazardous Condition,14,2011-01-26Hazardous Condition
26/01/2011,2011,1,26,Investigation,14,2011-01-26Investigation
26/01/2011,2011,1,26,Medical/Rescue,73,2011-01-26Medical/Rescue
26/01/2011,2011,1,26,Public Service Assistance,6,2011-01-26Public Service Assistance
27/01/2011,2011,1,27,False Alarm,24,2011-01-27False Alarm
24/01/2011,2011,1,24,Fire,6,2011-01-24Fire
27/01/2011,2011,1,27,Fire,2,2011-01-27Fire
27/01/2011,2011,1,27,Hazardous Condition,30,2011-01-27Hazardous Condition
27/01/2011,2011,1,27,Investigation,10,2011-01-27Investigation
27/01/2011,2011,1,27,Medical/Rescue,67,2011-01-27Medical/Rescue
27/01/2011,2011,1,27,Public Service Assistance,4,2011-01-27Public Service Assistance
28/01/2011,2011,1,28,False Alarm,21,2011-01-28False Alarm
28/01/2011,2011,1,28,Fire,8,2011-01-28Fire
28/01/2011,2011,1,28,Hazardous Condition,23,2011-01-28Hazardous Condition
28/01/2011,2011,1,28,Investigation,12,2011-01-28Investigation
28/01/2011,2011,1,28,Medical/Rescue,70,2011-01-28Medical/Rescue
28/01/2011,2011,1,28,Public Service Assistance,6,2011-01-28Public Service Assistance
29/01/2011,2011,1,29,False Alarm,17,2011-01-29False Alarm
29/01/2011,2011,1,29,Fire,1,2011-01-29Fire
29/01/2011,2011,1,29,Hazardous Condition,32,2011-01-29Hazardous Condition
29/01/2011,2011,1,29,Investigation,17,2011-01-29Investigation
29/01/2011,2011,1,29,Medical/Rescue,72,2011-01-29Medical/Rescue
29/01/2011,2011,1,29,Public Service Assistance,8,2011-01-29Public Service Assistance
30/01/2011,2011,1,30,False Alarm,24,2011-01-30False Alarm
30/01/2011,2011,1,30,Fire,4,2011-01-30Fire
30/01/2011,2011,1,30,Hazardous Condition,29,2011-01-30Hazardous Condition
30/01/2011,2011,1,30,Investigation,11,2011-01-30Investigation
30/01/2011,2011,1,30,Medical/Rescue,57,2011-01-30Medical/Rescue
30/01/2011,2011,1,30,Public Service Assistance,10,2011-01-30Public Service Assistance
31/01/2011,2011,1,31,False Alarm,32,2011-01-31False Alarm
31/01/2011,2011,1,31,Fire,3,2011-01-31Fire
31/01/2011,2011,1,31,Hazardous Condition,28,2011-01-31Hazardous Condition
31/01/2011,2011,1,31,Investigation,17,2011-01-31Investigation
31/01/2011,2011,1,31,Medical/Rescue,75,2011-01-31Medical/Rescue
31/01/2011,2011,1,31,Public Service Assistance,9,2011-01-31Public Service Assistance
01/02/2011,2011,2,1,False Alarm,28,2011-02-01False Alarm
01/02/2011,2011,2,1,Fire,6,2011-02-01Fire
01/02/2011,2011,2,1,Hazardous Condition,36,2011-02-01Hazardous Condition
01/02/2011,2011,2,1,Investigation,19,2011-02-01Investigation
01/02/2011,2011,2,1,Medical/Rescue,67,2011-02-01Medical/Rescue
01/02/2011,2011,2,1,Public Service Assistance,16,2011-02-01Public Service Assistance
02/02/2011,2011,2,2,False Alarm,28,2011-02-02False Alarm
02/02/2011,2011,2,2,Hazardous Condition,18,2011-02-02Hazardous Condition
02/02/2011,2011,2,2,Investigation,19,2011-02-02Investigation
12/01/2010,2010,1,12,Medical/Rescue,64,2010-01-12Medical/Rescue
02/02/2011,2011,2,2,Medical/Rescue,79,2011-02-02Medical/Rescue
02/02/2011,2011,2,2,Public Service Assistance,4,2011-02-02Public Service Assistance
03/02/2011,2011,2,3,False Alarm,21,2011-02-03False Alarm
03/02/2011,2011,2,3,Fire,3,2011-02-03Fire
03/02/2011,2011,2,3,Hazardous Condition,15,2011-02-03Hazardous Condition
03/02/2011,2011,2,3,Investigation,10,2011-02-03Investigation
03/02/2011,2011,2,3,Medical/Rescue,59,2011-02-03Medical/Rescue
03/02/2011,2011,2,3,Public Service Assistance,3,2011-02-03Public Service Assistance
03/02/2011,2011,2,3,Rupture/Explosion,1,2011-02-03Rupture/Explosion
04/02/2011,2011,2,4,False Alarm,24,2011-02-04False Alarm
04/02/2011,2011,2,4,Fire,7,2011-02-04Fire
04/02/2011,2011,2,4,Hazardous Condition,17,2011-02-04Hazardous Condition
04/02/2011,2011,2,4,Investigation,20,2011-02-04Investigation
04/02/2011,2011,2,4,Medical/Rescue,60,2011-02-04Medical/Rescue
04/02/2011,2011,2,4,Public Service Assistance,5,2011-02-04Public Service Assistance
04/02/2011,2011,2,4,Severe Weather,1,2011-02-04Severe Weather
05/02/2011,2011,2,5,False Alarm,27,2011-02-05False Alarm
05/02/2011,2011,2,5,Fire,4,2011-02-05Fire
05/02/2011,2011,2,5,Hazardous Condition,12,2011-02-05Hazardous Condition
05/02/2011,2011,2,5,Investigation,8,2011-02-05Investigation
05/02/2011,2011,2,5,Medical/Rescue,63,2011-02-05Medical/Rescue
05/02/2011,2011,2,5,Public Service Assistance,10,2011-02-05Public Service Assistance
06/02/2011,2011,2,6,False Alarm,15,2011-02-06False Alarm
06/02/2011,2011,2,6,Fire,1,2011-02-06Fire
06/02/2011,2011,2,6,Hazardous Condition,20,2011-02-06Hazardous Condition
06/02/2011,2011,2,6,Investigation,11,2011-02-06Investigation
06/02/2011,2011,2,6,Medical/Rescue,59,2011-02-06Medical/Rescue
06/02/2011,2011,2,6,Public Service Assistance,5,2011-02-06Public Service Assistance
07/02/2011,2011,2,7,False Alarm,28,2011-02-07False Alarm
07/02/2011,2011,2,7,Fire,3,2011-02-07Fire
07/02/2011,2011,2,7,Hazardous Condition,32,2011-02-07Hazardous Condition
07/02/2011,2011,2,7,Investigation,13,2011-02-07Investigation
07/02/2011,2011,2,7,Medical/Rescue,67,2011-02-07Medical/Rescue
07/02/2011,2011,2,7,Public Service Assistance,7,2011-02-07Public Service Assistance
08/02/2011,2011,2,8,False Alarm,26,2011-02-08False Alarm
08/02/2011,2011,2,8,Fire,3,2011-02-08Fire
08/02/2011,2011,2,8,Hazardous Condition,25,2011-02-08Hazardous Condition
27/01/2010,2010,1,27,Public Service Assistance,2,2010-01-27Public Service Assistance
08/02/2011,2011,2,8,Investigation,13,2011-02-08Investigation
08/02/2011,2011,2,8,Medical/Rescue,69,2011-02-08Medical/Rescue
08/02/2011,2011,2,8,Public Service Assistance,3,2011-02-08Public Service Assistance
09/02/2011,2011,2,9,False Alarm,18,2011-02-09False Alarm
09/02/2011,2011,2,9,Fire,2,2011-02-09Fire
09/02/2011,2011,2,9,Hazardous Condition,21,2011-02-09Hazardous Condition
09/02/2011,2011,2,9,Investigation,7,2011-02-09Investigation
09/02/2011,2011,2,9,Medical/Rescue,67,2011-02-09Medical/Rescue
09/02/2011,2011,2,9,Public Service Assistance,7,2011-02-09Public Service Assistance
09/02/2011,2011,2,9,Severe Weather,1,2011-02-09Severe Weather
10/02/2011,2011,2,10,False Alarm,18,2011-02-10False Alarm
10/02/2011,2011,2,10,Hazardous Condition,12,2011-02-10Hazardous Condition
10/02/2011,2011,2,10,Medical/Rescue,59,2011-02-10Medical/Rescue
10/02/2011,2011,2,10,Public Service Assistance,6,2011-02-10Public Service Assistance
11/02/2011,2011,2,11,False Alarm,21,2011-02-11False Alarm
11/02/2011,2011,2,11,Fire,5,2011-02-11Fire
11/02/2011,2011,2,11,Hazardous Condition,16,2011-02-11Hazardous Condition
11/02/2011,2011,2,11,Investigation,15,2011-02-11Investigation
11/02/2011,2011,2,11,Medical/Rescue,66,2011-02-11Medical/Rescue
11/02/2011,2011,2,11,Public Service Assistance,3,2011-02-11Public Service Assistance
12/02/2011,2011,2,12,False Alarm,28,2011-02-12False Alarm
12/02/2011,2011,2,12,Fire,3,2011-02-12Fire
12/02/2011,2011,2,12,Hazardous Condition,20,2011-02-12Hazardous Condition
12/02/2011,2011,2,12,Investigation,10,2011-02-12Investigation
12/02/2011,2011,2,12,Medical/Rescue,67,2011-02-12Medical/Rescue
12/02/2011,2011,2,12,Public Service Assistance,13,2011-02-12Public Service Assistance
13/02/2011,2011,2,13,False Alarm,21,2011-02-13False Alarm
13/02/2011,2011,2,13,Fire,4,2011-02-13Fire
13/02/2011,2011,2,13,Hazardous Condition,15,2011-02-13Hazardous Condition
13/02/2011,2011,2,13,Investigation,10,2011-02-13Investigation
13/02/2011,2011,2,13,Medical/Rescue,72,2011-02-13Medical/Rescue
13/02/2011,2011,2,13,Public Service Assistance,6,2011-02-13Public Service Assistance
14/02/2011,2011,2,14,False Alarm,20,2011-02-14False Alarm
14/02/2011,2011,2,14,Fire,4,2011-02-14Fire
14/02/2011,2011,2,14,Hazardous Condition,22,2011-02-14Hazardous Condition
14/02/2011,2011,2,14,Investigation,7,2011-02-14Investigation
14/02/2011,2011,2,14,Medical/Rescue,63,2011-02-14Medical/Rescue
14/02/2011,2011,2,14,Public Service Assistance,5,2011-02-14Public Service Assistance
15/02/2011,2011,2,15,False Alarm,20,2011-02-15False Alarm
15/02/2011,2011,2,15,Fire,7,2011-02-15Fire
15/02/2011,2011,2,15,Hazardous Condition,13,2011-02-15Hazardous Condition
15/02/2011,2011,2,15,Investigation,8,2011-02-15Investigation
15/02/2011,2011,2,15,Medical/Rescue,71,2011-02-15Medical/Rescue
15/02/2011,2011,2,15,Public Service Assistance,8,2011-02-15Public Service Assistance
16/02/2011,2011,2,16,False Alarm,17,2011-02-16False Alarm
16/02/2011,2011,2,16,Fire,5,2011-02-16Fire
16/02/2011,2011,2,16,Hazardous Condition,13,2011-02-16Hazardous Condition
16/02/2011,2011,2,16,Investigation,9,2011-02-16Investigation
16/02/2011,2011,2,16,Medical/Rescue,58,2011-02-16Medical/Rescue
16/02/2011,2011,2,16,Public Service Assistance,7,2011-02-16Public Service Assistance
17/02/2011,2011,2,17,False Alarm,21,2011-02-17False Alarm
17/02/2011,2011,2,17,Fire,2,2011-02-17Fire
17/02/2011,2011,2,17,Hazardous Condition,23,2011-02-17Hazardous Condition
17/02/2011,2011,2,17,Investigation,10,2011-02-17Investigation
17/02/2011,2011,2,17,Medical/Rescue,36,2011-02-17Medical/Rescue
17/02/2011,2011,2,17,Public Service Assistance,9,2011-02-17Public Service Assistance
18/02/2011,2011,2,18,False Alarm,32,2011-02-18False Alarm
18/02/2011,2011,2,18,Hazardous Condition,23,2011-02-18Hazardous Condition
18/02/2011,2011,2,18,Investigation,6,2011-02-18Investigation
18/02/2011,2011,2,18,Medical/Rescue,64,2011-02-18Medical/Rescue
18/02/2011,2011,2,18,Public Service Assistance,12,2011-02-18Public Service Assistance
19/02/2011,2011,2,19,False Alarm,34,2011-02-19False Alarm
19/02/2011,2011,2,19,Fire,4,2011-02-19Fire
19/02/2011,2011,2,19,Hazardous Condition,22,2011-02-19Hazardous Condition
19/02/2011,2011,2,19,Investigation,17,2011-02-19Investigation
19/02/2011,2011,2,19,Medical/Rescue,60,2011-02-19Medical/Rescue
19/02/2011,2011,2,19,Public Service Assistance,13,2011-02-19Public Service Assistance
20/02/2011,2011,2,20,False Alarm,30,2011-02-20False Alarm
20/02/2011,2011,2,20,Hazardous Condition,11,2011-02-20Hazardous Condition
20/02/2011,2011,2,20,Investigation,10,2011-02-20Investigation
20/02/2011,2011,2,20,Medical/Rescue,45,2011-02-20Medical/Rescue
20/02/2011,2011,2,20,Public Service Assistance,7,2011-02-20Public Service Assistance
21/02/2011,2011,2,21,False Alarm,22,2011-02-21False Alarm
21/02/2011,2011,2,21,Fire,2,2011-02-21Fire
21/02/2011,2011,2,21,Hazardous Condition,7,2011-02-21Hazardous Condition
21/02/2011,2011,2,21,Investigation,11,2011-02-21Investigation
21/02/2011,2011,2,21,Medical/Rescue,72,2011-02-21Medical/Rescue
21/02/2011,2011,2,21,Public Service Assistance,8,2011-02-21Public Service Assistance
22/02/2011,2011,2,22,False Alarm,19,2011-02-22False Alarm
22/02/2011,2011,2,22,Fire,5,2011-02-22Fire
22/02/2011,2011,2,22,Hazardous Condition,24,2011-02-22Hazardous Condition
22/02/2011,2011,2,22,Investigation,14,2011-02-22Investigation
22/02/2011,2011,2,22,Medical/Rescue,75,2011-02-22Medical/Rescue
22/02/2011,2011,2,22,Public Service Assistance,10,2011-02-22Public Service Assistance
23/02/2011,2011,2,23,False Alarm,32,2011-02-23False Alarm
23/02/2011,2011,2,23,Fire,5,2011-02-23Fire
23/02/2011,2011,2,23,Hazardous Condition,23,2011-02-23Hazardous Condition
23/02/2011,2011,2,23,Investigation,10,2011-02-23Investigation
23/02/2011,2011,2,23,Medical/Rescue,74,2011-02-23Medical/Rescue
23/02/2011,2011,2,23,Public Service Assistance,4,2011-02-23Public Service Assistance
24/02/2011,2011,2,24,False Alarm,52,2011-02-24False Alarm
24/02/2011,2011,2,24,Fire,2,2011-02-24Fire
24/02/2011,2011,2,24,Hazardous Condition,37,2011-02-24Hazardous Condition
24/02/2011,2011,2,24,Investigation,10,2011-02-24Investigation
24/02/2011,2011,2,24,Medical/Rescue,62,2011-02-24Medical/Rescue
24/02/2011,2011,2,24,Public Service Assistance,11,2011-02-24Public Service Assistance
25/02/2011,2011,2,25,False Alarm,56,2011-02-25False Alarm
25/02/2011,2011,2,25,Fire,5,2011-02-25Fire
25/02/2011,2011,2,25,Hazardous Condition,32,2011-02-25Hazardous Condition
25/02/2011,2011,2,25,Investigation,16,2011-02-25Investigation
25/02/2011,2011,2,25,Medical/Rescue,57,2011-02-25Medical/Rescue
25/02/2011,2011,2,25,Public Service Assistance,12,2011-02-25Public Service Assistance
26/02/2011,2011,2,26,False Alarm,25,2011-02-26False Alarm
26/02/2011,2011,2,26,Fire,2,2011-02-26Fire
26/02/2011,2011,2,26,Hazardous Condition,17,2011-02-26Hazardous Condition
26/02/2011,2011,2,26,Investigation,12,2011-02-26Investigation
26/02/2011,2011,2,26,Medical/Rescue,78,2011-02-26Medical/Rescue
26/02/2011,2011,2,26,Public Service Assistance,8,2011-02-26Public Service Assistance
27/02/2011,2011,2,27,False Alarm,20,2011-02-27False Alarm
27/02/2011,2011,2,27,Fire,2,2011-02-27Fire
27/02/2011,2011,2,27,Hazardous Condition,19,2011-02-27Hazardous Condition
27/02/2011,2011,2,27,Investigation,10,2011-02-27Investigation
27/02/2011,2011,2,27,Medical/Rescue,57,2011-02-27Medical/Rescue
27/02/2011,2011,2,27,Public Service Assistance,7,2011-02-27Public Service Assistance
28/02/2011,2011,2,28,False Alarm,38,2011-02-28False Alarm
28/02/2011,2011,2,28,Fire,4,2011-02-28Fire
28/02/2011,2011,2,28,Hazardous Condition,42,2011-02-28Hazardous Condition
16/02/2010,2010,2,16,False Alarm,16,2010-02-16False Alarm
28/02/2011,2011,2,28,Investigation,10,2011-02-28Investigation
28/02/2011,2011,2,28,Medical/Rescue,86,2011-02-28Medical/Rescue
28/02/2011,2011,2,28,Public Service Assistance,5,2011-02-28Public Service Assistance
01/03/2011,2011,3,1,False Alarm,42,2011-03-01False Alarm
01/03/2011,2011,3,1,Fire,1,2011-03-01Fire
01/03/2011,2011,3,1,Hazardous Condition,43,2011-03-01Hazardous Condition
01/03/2011,2011,3,1,Investigation,16,2011-03-01Investigation
01/03/2011,2011,3,1,Medical/Rescue,63,2011-03-01Medical/Rescue
01/03/2011,2011,3,1,Public Service Assistance,12,2011-03-01Public Service Assistance
02/03/2011,2011,3,2,False Alarm,36,2011-03-02False Alarm
02/03/2011,2011,3,2,Fire,4,2011-03-02Fire
02/03/2011,2011,3,2,Hazardous Condition,23,2011-03-02Hazardous Condition
02/03/2011,2011,3,2,Investigation,6,2011-03-02Investigation
02/03/2011,2011,3,2,Medical/Rescue,55,2011-03-02Medical/Rescue
02/03/2011,2011,3,2,Public Service Assistance,12,2011-03-02Public Service Assistance
03/03/2011,2011,3,3,False Alarm,30,2011-03-03False Alarm
03/03/2011,2011,3,3,Fire,4,2011-03-03Fire
03/03/2011,2011,3,3,Hazardous Condition,23,2011-03-03Hazardous Condition
03/03/2011,2011,3,3,Investigation,11,2011-03-03Investigation
03/03/2011,2011,3,3,Medical/Rescue,62,2011-03-03Medical/Rescue
03/03/2011,2011,3,3,Public Service Assistance,10,2011-03-03Public Service Assistance
04/03/2011,2011,3,4,False Alarm,25,2011-03-04False Alarm
04/03/2011,2011,3,4,Fire,5,2011-03-04Fire
04/03/2011,2011,3,4,Hazardous Condition,22,2011-03-04Hazardous Condition
04/03/2011,2011,3,4,Investigation,16,2011-03-04Investigation
04/03/2011,2011,3,4,Medical/Rescue,61,2011-03-04Medical/Rescue
04/03/2011,2011,3,4,Public Service Assistance,7,2011-03-04Public Service Assistance
05/03/2011,2011,3,5,False Alarm,27,2011-03-05False Alarm
05/03/2011,2011,3,5,Fire,3,2011-03-05Fire
05/03/2011,2011,3,5,Hazardous Condition,25,2011-03-05Hazardous Condition
05/03/2011,2011,3,5,Investigation,9,2011-03-05Investigation
05/03/2011,2011,3,5,Medical/Rescue,72,2011-03-05Medical/Rescue
05/03/2011,2011,3,5,Public Service Assistance,5,2011-03-05Public Service Assistance
05/03/2011,2011,3,5,Rupture/Explosion,1,2011-03-05Rupture/Explosion
06/03/2011,2011,3,6,False Alarm,19,2011-03-06False Alarm
06/03/2011,2011,3,6,Fire,7,2011-03-06Fire
06/03/2011,2011,3,6,Hazardous Condition,10,2011-03-06Hazardous Condition
04/01/2010,2010,1,4,Fire,1,2010-01-04Fire
07/01/2010,2010,1,7,False Alarm,32,2010-01-07False Alarm
28/01/2010,2010,1,28,False Alarm,16,2010-01-28False Alarm
28/01/2010,2010,1,28,Fire,6,2010-01-28Fire
06/03/2011,2011,3,6,Investigation,13,2011-03-06Investigation
06/03/2011,2011,3,6,Medical/Rescue,58,2011-03-06Medical/Rescue
06/03/2011,2011,3,6,Public Service Assistance,10,2011-03-06Public Service Assistance
06/03/2011,2011,3,6,Severe Weather,1,2011-03-06Severe Weather
07/03/2011,2011,3,7,False Alarm,29,2011-03-07False Alarm
07/03/2011,2011,3,7,Fire,2,2011-03-07Fire
07/03/2011,2011,3,7,Hazardous Condition,23,2011-03-07Hazardous Condition
07/03/2011,2011,3,7,Investigation,13,2011-03-07Investigation
07/03/2011,2011,3,7,Medical/Rescue,54,2011-03-07Medical/Rescue
07/03/2011,2011,3,7,Public Service Assistance,8,2011-03-07Public Service Assistance
07/03/2011,2011,3,7,Severe Weather,1,2011-03-07Severe Weather
08/03/2011,2011,3,8,False Alarm,25,2011-03-08False Alarm
08/03/2011,2011,3,8,Fire,3,2011-03-08Fire
08/03/2011,2011,3,8,Hazardous Condition,25,2011-03-08Hazardous Condition
08/03/2011,2011,3,8,Investigation,8,2011-03-08Investigation
08/03/2011,2011,3,8,Medical/Rescue,67,2011-03-08Medical/Rescue
08/03/2011,2011,3,8,Public Service Assistance,10,2011-03-08Public Service Assistance
09/03/2011,2011,3,9,False Alarm,18,2011-03-09False Alarm
09/03/2011,2011,3,9,Fire,3,2011-03-09Fire
09/03/2011,2011,3,9,Hazardous Condition,21,2011-03-09Hazardous Condition
09/03/2011,2011,3,9,Investigation,12,2011-03-09Investigation
09/03/2011,2011,3,9,Medical/Rescue,59,2011-03-09Medical/Rescue
09/03/2011,2011,3,9,Public Service Assistance,9,2011-03-09Public Service Assistance
10/03/2011,2011,3,10,Fire,7,2011-03-10Fire
10/03/2011,2011,3,10,Hazardous Condition,23,2011-03-10Hazardous Condition
10/03/2011,2011,3,10,Investigation,10,2011-03-10Investigation
10/03/2011,2011,3,10,Medical/Rescue,60,2011-03-10Medical/Rescue
10/03/2011,2011,3,10,Public Service Assistance,7,2011-03-10Public Service Assistance
11/03/2011,2011,3,11,False Alarm,29,2011-03-11False Alarm
11/03/2011,2011,3,11,Fire,4,2011-03-11Fire
11/03/2011,2011,3,11,Hazardous Condition,15,2011-03-11Hazardous Condition
11/03/2011,2011,3,11,Investigation,16,2011-03-11Investigation
11/03/2011,2011,3,11,Medical/Rescue,64,2011-03-11Medical/Rescue
11/03/2011,2011,3,11,Public Service Assistance,7,2011-03-11Public Service Assistance
12/03/2011,2011,3,12,False Alarm,16,2011-03-12False Alarm
12/03/2011,2011,3,12,Hazardous Condition,7,2011-03-12Hazardous Condition
12/03/2011,2011,3,12,Investigation,8,2011-03-12Investigation
12/03/2011,2011,3,12,Medical/Rescue,68,2011-03-12Medical/Rescue
12/03/2011,2011,3,12,Public Service Assistance,5,2011-03-12Public Service Assistance
13/03/2011,2011,3,13,False Alarm,17,2011-03-13False Alarm
13/03/2011,2011,3,13,Fire,6,2011-03-13Fire
13/03/2011,2011,3,13,Hazardous Condition,11,2011-03-13Hazardous Condition
13/03/2011,2011,3,13,Investigation,17,2011-03-13Investigation
13/03/2011,2011,3,13,Medical/Rescue,54,2011-03-13Medical/Rescue
13/03/2011,2011,3,13,Public Service Assistance,6,2011-03-13Public Service Assistance
14/03/2011,2011,3,14,False Alarm,19,2011-03-14False Alarm
14/03/2011,2011,3,14,Fire,2,2011-03-14Fire
14/03/2011,2011,3,14,Hazardous Condition,19,2011-03-14Hazardous Condition
14/03/2011,2011,3,14,Investigation,8,2011-03-14Investigation
14/03/2011,2011,3,14,Medical/Rescue,62,2011-03-14Medical/Rescue
14/03/2011,2011,3,14,Public Service Assistance,12,2011-03-14Public Service Assistance
15/03/2011,2011,3,15,False Alarm,28,2011-03-15False Alarm
15/03/2011,2011,3,15,Fire,4,2011-03-15Fire
15/03/2011,2011,3,15,Hazardous Condition,29,2011-03-15Hazardous Condition
15/03/2011,2011,3,15,Investigation,9,2011-03-15Investigation
15/03/2011,2011,3,15,Medical/Rescue,70,2011-03-15Medical/Rescue
15/03/2011,2011,3,15,Public Service Assistance,17,2011-03-15Public Service Assistance
16/03/2011,2011,3,16,Hazardous Condition,32,2011-03-16Hazardous Condition
16/03/2011,2011,3,16,Investigation,16,2011-03-16Investigation
16/03/2011,2011,3,16,Medical/Rescue,59,2011-03-16Medical/Rescue
16/03/2011,2011,3,16,Public Service Assistance,5,2011-03-16Public Service Assistance
17/03/2011,2011,3,17,False Alarm,20,2011-03-17False Alarm
17/03/2011,2011,3,17,Fire,3,2011-03-17Fire
17/03/2011,2011,3,17,Hazardous Condition,20,2011-03-17Hazardous Condition
17/03/2011,2011,3,17,Investigation,18,2011-03-17Investigation
17/03/2011,2011,3,17,Medical/Rescue,83,2011-03-17Medical/Rescue
17/03/2011,2011,3,17,Public Service Assistance,9,2011-03-17Public Service Assistance
18/03/2011,2011,3,18,False Alarm,19,2011-03-18False Alarm
18/03/2011,2011,3,18,Fire,1,2011-03-18Fire
18/03/2011,2011,3,18,Hazardous Condition,29,2011-03-18Hazardous Condition
18/03/2011,2011,3,18,Investigation,15,2011-03-18Investigation
18/03/2011,2011,3,18,Medical/Rescue,75,2011-03-18Medical/Rescue
18/03/2011,2011,3,18,Public Service Assistance,8,2011-03-18Public Service Assistance
18/03/2011,2011,3,18,Severe Weather,1,2011-03-18Severe Weather
19/03/2011,2011,3,19,False Alarm,14,2011-03-19False Alarm
19/03/2011,2011,3,19,Fire,4,2011-03-19Fire
19/03/2011,2011,3,19,Hazardous Condition,17,2011-03-19Hazardous Condition
19/03/2011,2011,3,19,Investigation,8,2011-03-19Investigation
19/03/2011,2011,3,19,Medical/Rescue,54,2011-03-19Medical/Rescue
19/03/2011,2011,3,19,Public Service Assistance,8,2011-03-19Public Service Assistance
20/03/2011,2011,3,20,False Alarm,20,2011-03-20False Alarm
20/03/2011,2011,3,20,Fire,3,2011-03-20Fire
20/03/2011,2011,3,20,Hazardous Condition,11,2011-03-20Hazardous Condition
20/03/2011,2011,3,20,Investigation,8,2011-03-20Investigation
20/03/2011,2011,3,20,Medical/Rescue,59,2011-03-20Medical/Rescue
20/03/2011,2011,3,20,Public Service Assistance,4,2011-03-20Public Service Assistance
21/03/2011,2011,3,21,False Alarm,16,2011-03-21False Alarm
21/03/2011,2011,3,21,Fire,3,2011-03-21Fire
21/03/2011,2011,3,21,Hazardous Condition,27,2011-03-21Hazardous Condition
21/03/2011,2011,3,21,Investigation,13,2011-03-21Investigation
21/03/2011,2011,3,21,Medical/Rescue,73,2011-03-21Medical/Rescue
21/03/2011,2011,3,21,Public Service Assistance,5,2011-03-21Public Service Assistance
22/03/2011,2011,3,22,False Alarm,23,2011-03-22False Alarm
22/03/2011,2011,3,22,Fire,4,2011-03-22Fire
22/03/2011,2011,3,22,Hazardous Condition,23,2011-03-22Hazardous Condition
22/03/2011,2011,3,22,Investigation,3,2011-03-22Investigation
22/03/2011,2011,3,22,Medical/Rescue,55,2011-03-22Medical/Rescue
22/03/2011,2011,3,22,Public Service Assistance,4,2011-03-22Public Service Assistance
23/03/2011,2011,3,23,False Alarm,23,2011-03-23False Alarm
23/03/2011,2011,3,23,Fire,3,2011-03-23Fire
23/03/2011,2011,3,23,Hazardous Condition,22,2011-03-23Hazardous Condition
23/03/2011,2011,3,23,Investigation,8,2011-03-23Investigation
23/03/2011,2011,3,23,Medical/Rescue,65,2011-03-23Medical/Rescue
23/03/2011,2011,3,23,Public Service Assistance,5,2011-03-23Public Service Assistance
24/03/2011,2011,3,24,False Alarm,14,2011-03-24False Alarm
24/03/2011,2011,3,24,Fire,5,2011-03-24Fire
24/03/2011,2011,3,24,Hazardous Condition,25,2011-03-24Hazardous Condition
24/03/2011,2011,3,24,Investigation,14,2011-03-24Investigation
24/03/2011,2011,3,24,Medical/Rescue,74,2011-03-24Medical/Rescue
12/01/2010,2010,1,12,Public Service Assistance,5,2010-01-12Public Service Assistance
24/03/2011,2011,3,24,Public Service Assistance,8,2011-03-24Public Service Assistance
24/03/2011,2011,3,24,Rupture/Explosion,1,2011-03-24Rupture/Explosion
25/03/2011,2011,3,25,False Alarm,20,2011-03-25False Alarm
25/03/2011,2011,3,25,Fire,3,2011-03-25Fire
25/03/2011,2011,3,25,Hazardous Condition,19,2011-03-25Hazardous Condition
25/03/2011,2011,3,25,Investigation,10,2011-03-25Investigation
25/03/2011,2011,3,25,Medical/Rescue,56,2011-03-25Medical/Rescue
25/03/2011,2011,3,25,Public Service Assistance,6,2011-03-25Public Service Assistance
26/03/2011,2011,3,26,False Alarm,28,2011-03-26False Alarm
26/03/2011,2011,3,26,Hazardous Condition,19,2011-03-26Hazardous Condition
26/03/2011,2011,3,26,Investigation,13,2011-03-26Investigation
26/03/2011,2011,3,26,Medical/Rescue,60,2011-03-26Medical/Rescue
26/03/2011,2011,3,26,Public Service Assistance,5,2011-03-26Public Service Assistance
27/03/2011,2011,3,27,False Alarm,19,2011-03-27False Alarm
27/03/2011,2011,3,27,Hazardous Condition,7,2011-03-27Hazardous Condition
27/03/2011,2011,3,27,Investigation,4,2011-03-27Investigation
27/03/2011,2011,3,27,Medical/Rescue,48,2011-03-27Medical/Rescue
27/03/2011,2011,3,27,Public Service Assistance,6,2011-03-27Public Service Assistance
28/03/2011,2011,3,28,False Alarm,19,2011-03-28False Alarm
28/03/2011,2011,3,28,Fire,1,2011-03-28Fire
28/03/2011,2011,3,28,Hazardous Condition,13,2011-03-28Hazardous Condition
28/03/2011,2011,3,28,Investigation,8,2011-03-28Investigation
28/03/2011,2011,3,28,Medical/Rescue,55,2011-03-28Medical/Rescue
28/03/2011,2011,3,28,Public Service Assistance,4,2011-03-28Public Service Assistance
29/03/2011,2011,3,29,False Alarm,18,2011-03-29False Alarm
29/03/2011,2011,3,29,Fire,6,2011-03-29Fire
